ItemID,Sentiment,SentimentSource,SentimentText
1381,positive,Sentiment140, Bethenny Frankel Starred In Hollywood Hills 90028 http://tinyurl.com/qytxx4
1382,negative,Sentiment140, big giant fail on my part this morning.
1383,negative,Sentiment140, bit disapponted with new DM album. Hope it a grower.
1384,negative,Sentiment140," blah, my legs still hurt.. stupid steven. XD"
1385,negative,Sentiment140, blonde moment @Sammy_Bunny  thihi
1386,negative,Sentiment140," Blonde moment, apparently i booked the tickets for tomorrow not today. Hm...oh well till tomorrow."
1387,negative,Sentiment140, Body Of Missing Northern Calif. Girl Found: Police have found the remains of a missing Northern California girl .. http://tr.im/imji
1388,negative,Sentiment140, body shop 2morrow. Side veiw mirror is still MIA. SMH at $400 price tag.
1389,negative,Sentiment140, BOO. I always miss the good stuff!
1390,negative,Sentiment140, boooo! My iPhone is dying!
1391,negative,Sentiment140,"- Bored , last day of Easter has been ok - feels a bit upset but i dont know why  Arggh  School tomorrra - tht has made me feel even worse"
1392,negative,Sentiment140, bored in work! Bleeehhh just had chilli for lunch
1393,negative,Sentiment140, bored&amp;&amp;my foot is killing me. hopefully I can still go to sandhills this weekend!!making my RAMEN N00DLES so I can take my medicine. brb
1394,negative,Sentiment140, bored..ie sat inside this house the past 2 days...sucky
1395,positive,Sentiment140, bored..yo!
1396,positive,Sentiment140, boring.. wait! i will comment on my friend in FS frst! ;
1397,negative,Sentiment140, bout to leave NY bak to CT--damn I been comin out here err day this week! Lol smh jus makin quik stops handlin bizzz
1398,positive,Sentiment140, bout to party in a tent
1399,negative,Sentiment140," Boys are stupid, clingy puppies who need to be kicked sometimes"
1401,negative,Sentiment140, broken again -.-
1402,negative,Sentiment140, broken bones suck
1403,negative,Sentiment140, broken hearts will heal with time...
1404,negative,Sentiment140," Bron It okay, next year"
1405,positive,Sentiment140, brooklyn bridge for the first time ever. yay life =D
1406,negative,Sentiment140, brug says swine flu reached manila. Now the I don have a reason for the JB to come here as refuge from h1n1!!! (
1407,negative,Sentiment140, bummer. .. what happened to wednesday nights??
1408,negative,Sentiment140, Bus only just arrived. was sposed to be here 25 mins ago. Cant wait till i can drive again so i dnt have to rely on busses.
1409,positive,Sentiment140," But caught Bullet Boys, Trixter (Pete was great), LA Guns AND Kix (who stole the show). Hung out backstage like a real rock and roller."
1410,negative,Sentiment140, but i  love that show @ohai_audrey ...
1411,negative,Sentiment140," but idk, he like doesn even want to be my friend,? Cause i trippin? Idk. It his fault. And i can handle it. Ughh. I Wanna Move!"
1412,negative,Sentiment140, but not with Karen anymore
1413,negative,Sentiment140, But pretty good acting for 4 year old. I was impressed.
1414,negative,Sentiment140,- but sticks and stones still break my bones
1415,negative,Sentiment140, but why not? @kathrynYO
1416,negative,Sentiment140, but youre taking steps to change it!
1417,negative,Sentiment140, bye baby. up next= one way ticket to hawaii. weird.
1418,negative,Sentiment140, byee guysss
1419,negative,Sentiment140, calculus exam
1420,negative,Sentiment140," I dnt knw, i feel lke i shuld try."
1421,negative,Sentiment140, i dnt want it! Just revenge.
1422,negative,Sentiment140, i don feel good. I want some partyrings &amp;&amp; starbucks
1423,negative,Sentiment140, i dont fell happy right now
1424,negative,Sentiment140, i dont know wer we went wrong
1425,negative,Sentiment140, i don know what to put.
1426,negative,Sentiment140, i don know why but i really sad and worried at the moment.
1427,positive,Sentiment140, I DON KNOW WHY I CAN DM FROM MY PHONE. THIS SUCK.
1428,negative,Sentiment140, i don know why i sad and worried at the moment. i really don know.
1429,negative,Sentiment140, i don like crying.
1430,negative,Sentiment140, I don think my dog is gonna make it past the night
1431,negative,Sentiment140, i dont think yoru there... bummma
1432,negative,Sentiment140, I don wanna be at work right now. I sooo tired and a smidge hungover
1433,negative,Sentiment140, I don wanna be sick
1434,negative,Sentiment140, i dont wanna do this im gunna cry
1435,negative,Sentiment140, I don wanna go to work.... Tired and I miss my papi
1436,negative,Sentiment140, i don want school anymoreee.
1437,negative,Sentiment140, I dunno what to do now.
1438,negative,Sentiment140, i failed my math final part #2     i hate calculus nowwww !
1439,negative,Sentiment140, i feel bad .MewithoutYou.
1440,negative,Sentiment140, i feel just like my car inside banged up and sad   maybe its meant for  me to get a new can i borrow some cash ..anyone? anyone?
1441,negative,Sentiment140, I feel like a horrible human being. I didn take the dog out when I was supposed too!
1442,negative,Sentiment140, I feel like crap.
1443,negative,Sentiment140, i feel like crawling into my bed under my covers listening to my ipod and having a cry session..
1444,negative,Sentiment140, I feel like my ipod is gonna die on me today. (The apple of my eye-double pun)
1445,negative,Sentiment140, i feel really alone.
1446,negative,Sentiment140, i fell down the stairs again... i officially hate curvy staircases. theye nothing but bad news.
1447,negative,Sentiment140," i felt so sick today, had a sore throat and had to go to a doctors appointment.. i just wanna rest"
1448,positive,Sentiment140, I finally have updated from a computer. THANK YOU DAD
1449,negative,Sentiment140, I forgot to bring my new Allegra D 12 hour to work today... so Singulair and I are flying solo today!
1450,negative,Sentiment140, i forgot to tell you guys that I didnt make  the cheer team  gggrr!!
1451,negative,Sentiment140, i got banned forever from cp mimo dosnt that suck?
1452,negative,Sentiment140, i got ill and tomorrow iï¿½ve got birthday...
1453,negative,Sentiment140, i got sunburnt 2day....In Blackpool :O lol my little boy had fun tho....chucking water on me lol
1454,negative,Sentiment140, I GUESS I DONT HAVE A BOYFRIEND!!!!!!
1455,negative,Sentiment140, I guess I wouldn be a true Cleveland sports fan without years of collapse and disappointment
1456,negative,Sentiment140, I guess il be home... while everyone is at BDay Bash having the time of their lives... with DRAKE! :(
1457,negative,Sentiment140, i guess it got you more time to work rofl
1458,negative,Sentiment140, I hat3 seeing friends breakup.....im sorry frankus
1459,negative,Sentiment140, I hate goodbyes.
1460,negative,Sentiment140, i hate having to change driving instructor... new one has dented my confidence slightly...
1461,negative,Sentiment140, I hate having to work weekend duty.
1462,negative,Sentiment140, i hate him.
1463,negative,Sentiment140, i hate it! he mad at me again!
1464,negative,Sentiment140, i hate lightening.
1465,negative,Sentiment140, I hate not having anyone to talk to.
1466,negative,Sentiment140, I hate pain
1467,negative,Sentiment140, I hate summerschool! @santospattyy have fun at work even though youe getting off at 10? @iwho doooit! Il visitt you my fobby friend!
1468,negative,Sentiment140, i hate the cold weather.
1469,negative,Sentiment140, BBC: Champion Nadal out of Wimbledon http://news.bbc.co.uk/sport2/hi/tennis/8085394.stm
1470,positive,Sentiment140, Be careful... white at a BBQ is a high risk. But the dress is really awesome! http://lookbook.nu/look/154056
1471,positive,Sentiment140, Beautiful day here on StT. Bout to head to Magens Bay- soak up some sun. Loove Saturdayss.
1472,positive,Sentiment140," Beboing, Twitteringinging, TVing!  dihd i say i luv twilight yet? Wel... I LUV TWILIGHT!"
1473,negative,Sentiment140," because Boston (and fine ass Eddie House, #whocangetit, by the way) lost last nite. Boo Orlando! LA/Cle in the finals, baby!"
1474,negative,Sentiment140," because I a safe person, my ego was a little damaged. After a lil reboot, Il be back to my usual Harlem swagg!"
1475,negative,Sentiment140, becca told me i would start to feel better after food. Still stressing about this exam...more revision in a bit.
1476,negative,Sentiment140, becomming a fan of bubble shirts...Haha they dont make me look as chubby
1477,negative,Sentiment140, been a crappy day...
1478,negative,Sentiment140, being a girl stinks. Grrrrrrrrrr
1479,negative,Sentiment140, Being forced into bed. Guess Il have to wait until moring here for Niley news (I in UK so  )
1480,negative,Sentiment140,"- big day of putting in a dock tomorrow.  60 degress outside, but the water will be much colder than that! "
1481,negative,Sentiment140, bio. physics. math. health. filipino. english. elections. help me i drowning in school work.
1482,negative,Sentiment140, blah blah blah... I perfect for you and you know it.
1483,negative,Sentiment140, Blesh. No feedback. And no one in my house will tell me. Sheesh.
1484,negative,Sentiment140, bluetooth still doesn work on iphone 3.0. pile of knob sackage!
1485,negative,Sentiment140, boo (but will I listen?)
1486,negative,Sentiment140, boo for the first day of classes...summer classes! ughhhh has anyone ever had boob cramps? lol
1487,negative,Sentiment140," boo hoo- trying to open my email, it not working, grrrr!"
1488,negative,Sentiment140, boo you suck...but thanks for one thing today and can wait for the rest of the week...
1489,negative,Sentiment140, bored and no one is talking anymore.
1490,negative,Sentiment140, bored..... sad.... no one tweeting...
1491,negative,Sentiment140, bored.wish I had somewhere 2 go.ha
1492,negative,Sentiment140, BOREDD I WANT TO GO HOMMMMME.
1493,negative,Sentiment140, Boring English Coursework.
1494,negative,Sentiment140, BOSS marah coz i steal a few puff......
1495,negative,Sentiment140, Boston and Atlanta both out...my vote goes to the Nuggets for NBA Champions! http://plurk.com/p/ug96m
1496,positive,Sentiment140,- boutawatch mall cop
1497,negative,Sentiment140, brandon why do you work so much?
1498,negative,Sentiment140, breaking into pieces...waited all that time 4 what N.A.S.
1499,negative,Sentiment140, bringing my lovely back home. Sucks. Great day. I love her. Steven later.
1500,negative,Sentiment140," British weather is back i see! Oh well Birtney, london and ciaraaaa in 5 dayssss "
1501,negative,Sentiment140, bryan wants on right now. if i can get on when hes done i will. TXT MEEEEEE!
1502,negative,Sentiment140, but theres always tomorrow..
1503,negative,Sentiment140, caffine headache now lol follow @peterfacinelli @gilbirmingham @billy_burke
1504,positive,Sentiment140,camp in confirming that he will be in San Diego this fall for the PRSSA Convention. haha.
1505,negative,Sentiment140, can I tweet yet? My phone was jus buggin
1506,positive,Sentiment140,- Can See clearly now the rain is gone.
1507,negative,Sentiment140, can some one pleease tell me how to work out the total surface area of a square pyramid?
1508,negative,Sentiment140, cannot hear the new song due to geographic location. i am geographically undesirable. and tune-less
1509,negative,Sentiment140, Cant do this anymore
1510,negative,Sentiment140, cant drive yet but that dont matter Im gonna learn bout cars and motorbikes.
1511,negative,Sentiment140, can fuck I also have to read NIGHT!!
1512,negative,Sentiment140, can I go and sit in my own little corner
1513,negative,Sentiment140, can someone buy me adrink? Faaa real!!!!!
1514,negative,Sentiment140,- can someone run with me to Newport ? Don wanna take the ride myself
1515,positive,Sentiment140, Can yah figure it outt?!
1516,negative,Sentiment140, can`t believe i missed out on a day of swimming at nikki`s!
1517,negative,Sentiment140, can believe the jumpers are gone...i really depressed now.
1518,negative,Sentiment140, cant do it!
1519,negative,Sentiment140, can ever find parking
1520,negative,Sentiment140, cant fall back asleep.
1521,negative,Sentiment140, can get on the net on my phone
1522,negative,Sentiment140, can go swimming 2 day..mabey tomorrow..
1523,negative,Sentiment140, cant leave because my dad is in the bathroom...
1524,negative,Sentiment140, cant listen to www.ZIPFM.net on my mac
1525,positive,Sentiment140, Can see his copper green guys though.. http://tinyurl.com/ppc4cq
1526,negative,Sentiment140, cant sleep .. wishin i was wit @jimmyrobinson07 i love youu .. good nite twitters!!
1527,negative,Sentiment140, cant sleep because my dumb arms itch so bad. FML i cant wait to go to the doctors
1528,positive,Sentiment140," Can sleep... Must be the time change, right? &lt;3"
1529,positive,Sentiment140, can stop smiling after talking to him all day...  ...Why couldn I have met him months ago?!?
1530,positive,Sentiment140, Cant waiit! xxx.
1531,positive,Sentiment140, can wait il wednesday!!!! &lt;3 CHAMPSSSS!!!!
1532,negative,Sentiment140, cant wait till later!!!!!!!!!!! gonna sit here and play ps2 then prob watch the phillies then eat dinner then the best part of the day!
1533,positive,Sentiment140, can wait to get my share of her check today. Lol
1534,positive,Sentiment140, cause i happy but disappointed my car is messing up.....my poor baby. now i hungry with no way to get food. What in this house?????
1535,negative,Sentiment140," cavs lost, and I got this sinking feeling we are going to lose Lebron in 2010 also...why must my home city SUCK? Ah well, LETS GO BROWNS!"
1536,positive,Sentiment140,- change of screen name
1537,negative,Sentiment140, charade is over.Sammy Sosa supposedly tested positive in 2003 for a performance enhancing drug. My childhood hero is officially disgraced
1538,positive,Sentiment140, Charging phone
1539,negative,Sentiment140, cheer me up;
1540,negative,Sentiment140, cheese and pickle sandwich with too much pickle = urgh!!
1541,positive,Sentiment140, chillin!!!!
1542,positive,Sentiment140, Chinese for dinner and working on a cool website template. So proud of myself.
1543,negative,Sentiment140, chop my hand off please! Advil isn working
1544,positive,Sentiment140,-- choppin it up w/ @auchboogie  i love you
1545,negative,Sentiment140, Cleveland @MsJBell Congrats Orlando
1546,negative,Sentiment140, clouds are rolling in....
1547,negative,Sentiment140, coco doesnt tweet anymore. viva la hole woman. dont let us down...again....
1548,negative,Sentiment140, come back
1549,negative,Sentiment140, computer overheatedd. I think i smell burning laptop...
1550,negative,Sentiment140," computers not working , help help help"
1551,positive,Sentiment140, concert later tonight!
1552,positive,Sentiment140," cool. Ew, I bought The Things They Carried on amazon &amp; it came like shit! &gt;=/ I cost me $10 &amp; its $14 new &gt;=/"
1553,positive,Sentiment140, could be
1554,negative,Sentiment140, could not get to sync facebook and twitter
1555,negative,Sentiment140, Could Not Sleep If My Life Depended On It ):
1556,negative,Sentiment140, couldn find anything I wanted at Fry that was within my budget.
1557,negative,Sentiment140," couples in public, slow love songs...  Im soo lonely "
1558,negative,Sentiment140," Covered in bug bites, man this blows.....  "
1559,negative,Sentiment140, coz he
1560,negative,Sentiment140, cramps suck your mothers balls! *mentally screams* OUCH!
1561,negative,Sentiment140, i hate this .. Goodnight.
1562,negative,Sentiment140, i hate this part.
1563,negative,Sentiment140, i hate thunder... i woke up really scared just now cus of it.
1564,negative,Sentiment140," i hate when porn ppl follow me, what. time to delete stuff~"
1565,negative,Sentiment140, I have a brace and it hurts!!!!! now I am a braceface!!!!!
1566,positive,Sentiment140, i have a buzz
1567,negative,Sentiment140, i have a headache!!!
1568,negative,Sentiment140, i have already seen all the episodes of forensic files they are playing tonight.
1569,negative,Sentiment140, i have been having the worst cramps lately.
1570,positive,Sentiment140," I have finally seen Clerks, from beginning to end and no TV swear-word editing (poor Jay! xD). I feel somehow fulfilled."
1571,negative,Sentiment140, I have one big swollen ear...antibiotics again!
1572,negative,Sentiment140," I have such a problem with insomnia, went to bed at midnight and woke up at 3 am...."
1573,negative,Sentiment140, i have the cold
1574,negative,Sentiment140," i have to go into school tomorrow to sing, and babysit before that. when will i find time for the sims 3?! i going to cry!"
1575,negative,Sentiment140, I have to go to work.
1576,negative,Sentiment140, i have to piss.
1577,negative,Sentiment140, I have to wait till next Tuesday to see star trek cause no one will go with me till then.  Friends suck.
1578,negative,Sentiment140," i havent actually seen my bestfriend in maybe a month... My fault, i been so busy... And i miss her!"
1579,positive,Sentiment140, I haven been on Twitter all day thought I make some late twitters.
1580,negative,Sentiment140," i haven checked it for a while, but sushi memorial site seems down, can anyone else see it? http://cli.gs/sushi"
1581,positive,Sentiment140, i hope everyone has a great day!
1582,negative,Sentiment140, i hope i dont have any weird brain problem or disease  i think ill be fine though. the nurse doesnt sound too worried.
1583,negative,Sentiment140, i hope justice isnt mad at me
1584,negative,Sentiment140, I hope the RAPE GHOST doesn get me.
1585,positive,Sentiment140, I hope you find a great trousers
1586,negative,Sentiment140, I is to drunk to know if in a partht or what nor
1587,negative,Sentiment140," i just ate some bad fruit, i think"
1588,negative,Sentiment140, I just busted my ass in the kitchen and I wearin flats....grr stupid floor
1589,negative,Sentiment140, i just got dumped by my boyfrnd  love  makayla
1590,positive,Sentiment140, I just got to my 500 tweet...... Do i get a prize? *sidebar* Cassidy...... Your NASTY! Why i gots to hear about your wide peen for? Smh
1591,negative,Sentiment140, i just had a bug crawling on my leg. it scared me. but now its in a water bottle i found on my floor. hopefully it doesnt find a way out!
1592,negative,Sentiment140, I just heard David Eddings died earlier this month
1593,negative,Sentiment140, I just hit my face on a box at work n scratched my cheek lol
1594,negative,Sentiment140, I just made a $1k principal payment on my student loans because I realized my monthly payments only go to interest. ):
1595,negative,Sentiment140, i just need my snuggle buddy backkk
1596,negative,Sentiment140, i just poked myself in the face with a Goose feather from my pillow...
1597,negative,Sentiment140, I just restarted my iPod. I shoulde written down all my apps first.
1598,positive,Sentiment140,- I just saw one of the new Camaros &quot;in the wild&quot; for the first time! Cool.
1599,negative,Sentiment140, i just sneezed with a strepsil in my mouth and nearly choked (n)
1600,negative,Sentiment140," I just waited so long for the finale of gossip girl to download, opened it up and it was the wrong one! They posted the wrong link! D:"
1601,negative,Sentiment140, I just wanna curl up and go back to bed!
1602,negative,Sentiment140, I just wanna swim some laps but all the lanes are taken! This sucks.
1603,negative,Sentiment140, can get it off my mind... &lt;/3
1604,negative,Sentiment140, can get my free haircut today... next week i guess
1605,negative,Sentiment140," Can get my hands on a copy of Cap #600 until at least Thursday. Actively avoiding spoilers, bought Deadpool to cheer me up instead"
1606,negative,Sentiment140, can hear the reds game in the tunnel.
1607,negative,Sentiment140, can sleep again
1608,negative,Sentiment140, Can sleep and have an exam tomorrow Oh No!
1609,negative,Sentiment140, Can sleep.  Watching Royal Pains.  Impressed. - http://royalpains.usanetwork.com/
1610,negative,Sentiment140," can sleep. But oh well, half my headache is gone."
1611,negative,Sentiment140, can sleep. Have to be up at 6 in the am. Boo!  Go to sleep flor!!
1612,positive,Sentiment140, can wait to come home!
1613,positive,Sentiment140, cant wait to see eric and lauras house
1614,negative,Sentiment140, Cardinals lost...AGAIN!
1615,negative,Sentiment140,-- Catching up on last weeks Greys... I miss when it was awesome
1616,positive,Sentiment140,- Catching up on some work! looking forward to going out 2night
1617,negative,Sentiment140," Cavs fizzled, tribe burnt by Yankees. Not a happy day for Cleveland. #fb"
1618,negative,Sentiment140, Cavs lost!!!!! WHY!!!! Magic will lose easily though
1619,negative,Sentiment140, cheer up shan.
1620,negative,Sentiment140, chili doesn do the awesome blossom any more.
1621,negative,Sentiment140, Class is boring
1622,negative,Sentiment140, cleansed my face &amp;was reminded y I a winter not a summer ! I hate the sun . My face is so sore ! My everything is so sore !
1623,positive,Sentiment140,--- click on my name &amp; go look at my profile
1624,negative,Sentiment140," Climate Progress, MIT doubles its 2095 warming projection to 10ï¿½F ï¿½ with 866 ppm and Arctic warming of 20ï¿½F ( http://bit.ly/kdlvw )"
1625,negative,Sentiment140," clouds rolling in, hard to believe I got a little sunburned today.."
1626,negative,Sentiment140,- Clumsy l me left an awful scratch scar on my nose while attempting to adjust the googles and freestyling at the same time.
1627,positive,Sentiment140, cocoa pebbles at midnight. xD
1628,negative,Sentiment140," college is over, I have now cleared and handed in my student card  uni to look forward to and enjoying the summer months"
1629,negative,Sentiment140, Collingwood are playing shiteeeeeeeee atm. Comeee on boysssss!
1630,negative,Sentiment140, Columbus Crew
1631,negative,Sentiment140, come on AppStore Approval. its been almost 18 hrs :p lol
1632,negative,Sentiment140, comfort foods shall be the death of me - there is dire need of eating less chocolate cake n getting more beauty sleep!
1633,negative,Sentiment140, company is offering 2nd round of VSS RIF!
1634,positive,Sentiment140, Completo. Just as the bell rings
1635,negative,Sentiment140, confused....
1636,positive,Sentiment140, coolness  http://yfrog.com/06atmfj
1637,negative,Sentiment140, couldnt go with ashley
1638,negative,Sentiment140, cousin not coming because of her senior project which isnt due for another fing 2 weeks &amp; its just an art project..ridiculous!!!
1639,positive,Sentiment140, cracker night! Dinner at tgi Fridays and the cinema  it gonna be good to awake up without a hangover 2mrw tattoo 2mrw?!
1640,negative,Sentiment140, craig a cokehead
1641,negative,Sentiment140," crap day - feel sick and my phone has the battery life of, well, um, something with a miniscule life..."
1642,positive,Sentiment140," Currently getting dressed for ballet. Yes I am sitting here in a leotard, so what? Hahaa, I freezing..."
1643,positive,Sentiment140, da baby sleep now my gosh now its time 4 me 2 get sum rest b4 she gets up around 10am =(
1644,negative,Sentiment140, dad is leaving and wont be back til the wedding.
1645,negative,Sentiment140, dad left for turkey already
1646,negative,Sentiment140," daddy passed away june 13, 2009"
1647,negative,Sentiment140," dag just when i decide to throw that freak em dress on, my most expensive get em heels &amp; my fox lashes.. didda sys zzzz.. wtf"
1648,negative,Sentiment140, cramps. FUCK YOU. ugh asdfghjkl; in so much pain right now. I should go eat a banana. http://tumblr.com/xzr1wz7ez
1649,positive,Sentiment140, CUBASE IS WORKING OH MY GOD
1650,negative,Sentiment140,- curiousity killed the cat... so much for wishing for the dream job...
1651,negative,Sentiment140,-- currently at tajur. Boo boo I hungweey
1652,positive,Sentiment140, Currently enjoying the tonight show... Ie missed my Conan&lt;3
1653,negative,Sentiment140, cuz frankie is going swimming....
1654,negative,Sentiment140, D: :S &gt;.&lt; ?????????? WHAT??? ;_;&lt;/3
1655,negative,Sentiment140, dads in the hosptal (stupid bees)
1656,negative,Sentiment140," Dammit, my card didn have enough money on it after all, which is why the DT deluxe box set was rejected. Now I have to get it again."
1657,negative,Sentiment140,- Damn I Have A Cold.
1658,negative,Sentiment140, damn it twitter UPDATE ME!!!
1659,negative,Sentiment140, damn thuderstorms woke me up.. wish my bebe was here with me. I love you RICHARD
1660,positive,Sentiment140, Dancing no more tonight. I EXHAUSTED.
1661,negative,Sentiment140, dang i feel like shit and those &quot;Above the Influence&quot; commercials really grind my gears.
1662,negative,Sentiment140,-- Daniel Powter Bad day http://bit.ly/ezAuU   i m NOT at COLDPLAY 2-nite in NASH...
1663,negative,Sentiment140," darn i just found out im getting one of my tooth pulled out tomorrow, its gonna hurt so bad im guessing.(("
1664,negative,Sentiment140,-- darn. I forgot to bring a fork to work today...now I eating my salad with coffee sticks.
1665,negative,Sentiment140, David Eddings is dead. I hope he died believing he gotten that one story finally told.
1666,negative,Sentiment140, David Tennant is dating again. I thought he was saving himself for me. When will I meet some tall dark Scotsman to romance me?
1667,negative,Sentiment140," Dear all, had to restore my computer and I have lost everything. Show delayed until I can get things back together."
1668,negative,Sentiment140, def feelin a way. Jus found out a guy my lil brother grew up wit died. Niggas shot him at a party. 19 n gone.. Smh.. Stop the violence
1669,negative,Sentiment140," demi is going on tour, taylor is going tour, miley is going on tour, &amp; jonas brothers are going on tour, with the guy i think i &lt;3. : ..."
